brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,horsepower
RAM,ProMaster 2500 Window Van High Roof,2016,49750,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,None reported,Yes,65000,280.0
Lincoln,MKZ Base,2011,83765,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,8995,263.0
INFINITI,G37 x,2013,60058,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,15000,328.0
Maserati,Levante S,2017,54423,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,33950,424.0
Ford,Shelby GT500 Base,2022,2050,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,94999,760.0
Lincoln,Navigator L Reserve,2019,64855,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Silver,Beige,None reported,Yes,46995,450.0
Lincoln,Town Car Base,2004,36524,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,None reported,Yes,14900,239.0
Mercedes-Benz,E-Class E 550,2014,80581,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,26000,402.0
Porsche,718 Boxster Base,2019,6700,Gasoline,300.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,63000,300.0
Ford,Transit-350 XLT,2015,143000,Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None reported,Yes,22500,275.0
INFINITI,G37 S Sport,2010,116451,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Gray,None reported,Yes,16500,328.0
Nissan,Titan XD S,2019,53677,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Gray,None reported,Yes,27900,390.0
Audi,S7 2.9T Prestige,2021,12000,Hybrid,444.0HP 2.9L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Black,None reported,Yes,77500,444.0
Ford,Transit-350 XLT,2020,32000,Diesel,210.0HP 2.0L 4 Cylinder Engine Diesel Fuel,A/T,Black,Black,None reported,Yes,68000,210.0
INFINITI,Q70 3.7,2014,70312,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,19995,330.0
Jeep,Gladiator Rubicon,2022,8794,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,54000,285.0
Lincoln,MKX Base,2010,156000,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,5900,265.0
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,67100,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,34250,362.0
Porsche,Cayman Base,2014,52000,Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,At least 1 accident or damage reported,Yes,37000,275.0
Acura,MDX 3.7L Advance,2011,137200,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Gray,None reported,Yes,12000,300.0
Volkswagen,Golf R 4-Door w/DCC & Navigation,2018,36000,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,32000,292.0
Kia,Forte GT-Line,2023,15500,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,24500,147.0
BMW,i8 Base,2015,846,Plug-In Hybrid,357.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,A/T,White,White,None reported,Yes,86999,357.0
Lincoln,MKZ Reserve,2017,37375,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Brown,None reported,Yes,27500,400.0
Porsche,718 Cayman S,2019,9500,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,69000,350.0
Chevrolet,Corvette Base,2005,143095,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Black,None reported,Yes,16000,400.0
Acura,RSX Type S,2002,80000,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Beige,Beige,At least 1 accident or damage reported,Yes,8500,200.0
Porsche,Cayman S,2007,5856,Gasoline,295.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,45000,295.0
Honda,Ridgeline RTL-E,2021,14442,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,38500,280.0
Mercedes-Benz,CLK-Class 500 Cabriolet,2005,64000,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,12995,302.0
Lexus,GX 470 Base,2004,154000,Gasoline,235.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,10000,235.0
Lexus,NX 200t Base,2015,54000,Gasoline,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,27000,235.0
Mercedes-Benz,AMG GLC 63 Base 4MATIC,2018,71962,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,46900,469.0
Subaru,BRZ Premium,2023,5800,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,29990,228.0
BMW,640 i,2016,40080,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,28499,315.0
Kia,Stinger GT2,2020,57000,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Red,At least 1 accident or damage reported,Yes,36500,365.0
Subaru,Forester 2.5 XT,2004,122000,Gasoline,210.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gold,Black,At least 1 accident or damage reported,Yes,9999,210.0
BMW,M4 Base,2016,62500,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Orange,At least 1 accident or damage reported,Yes,40500,425.0
Hyundai,Equus Signature,2013,72000,Gasoline,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,17500,429.0
BMW,M550 i xDrive,2020,40000,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,53000,523.0
Subaru,Impreza WRX STI,2014,77000,Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,30000,305.0
Hyundai,Veloster Base,2013,800,Gasoline,132.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Gray,None reported,Yes,9800,132.0
Maserati,GranTurismo Sport,2015,45000,Gasoline,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,41900,454.0
INFINITI,M56 Base,2011,137000,Gasoline,420.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Brown,At least 1 accident or damage reported,Yes,8500,420.0
Chevrolet,Corvette Stingray w/1LT,2023,4000,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,At least 1 accident or damage reported,Yes,73900,490.0
Lexus,GX 460 Base,2018,52100,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,38000,301.0
BMW,X1 sDrive28i,2014,50100,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Beige,None reported,Yes,10795,240.0
Alfa,Romeo Stelvio Ti,2020,41000,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,32400,280.0
RAM,1500 Big Horn,2021,70968,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,34000,395.0
Volvo,S90 T5 Momentum,2018,95000,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,18000,250.0
Subaru,Impreza WRX Sti,2005,94000,Gasoline,300.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Blue,None reported,Yes,19500,300.0
Cadillac,CTS 2.0L Turbo Luxury,2014,110000,Gasoline,272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,11000,272.0
Genesis,G90 5.0 Ultimate,2017,63500,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,27500,420.0
Mercedes-Benz,CLK-Class CLK 350,2009,21500,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,18000,268.0
BMW,X1 xDrive28i,2020,18200,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,29500,228.0
Audi,S3 2.0T Tech Premium Plus,2018,16400,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Red,None reported,Yes,42800,292.0
Audi,A6 2.0T Premium Plus,2016,68000,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,20000,252.0
BMW,328 xi,2007,83000,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Brown,None reported,Yes,8995,230.0
Audi,SQ5 3.0T Prestige,2018,25000,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,50000,354.0
BMW,M235 i,2014,125450,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,17200,320.0
Chevrolet,Express 3500 Base,2008,144000,Gasoline,323.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,22000,323.0
Audi,TT 2.0T,2015,126760,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,14000,211.0
BMW,M5 Base,2018,20500,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,67000,600.0
Dodge,Ram 1500 ST,2011,134000,Gasoline,390.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,10500,390.0
Ford,Fusion Energi Titanium,2015,84352,Plug-In Hybrid,188.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,CVT Transmission,Blue,Black,At least 1 accident or damage reported,Yes,10000,188.0
Toyota,Tundra Hybrid TRD Pro,2022,19000,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Orange,Black,None reported,Yes,71000,437.0
Land,Rover Range Rover Evoque Pure,2015,115550,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,17500,240.0
Lincoln,Navigator Base,2009,191775,E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,9750,310.0
Mercedes-Benz,Sprinter 3500 High Roof,2017,124630,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,5-Speed A/T,Black,Black,None reported,Yes,75000,188.0
Mercedes-Benz,AMG E 63 S 4MATIC,2019,17000,Gasoline,603.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Brown,None reported,Yes,95000,603.0
BMW,440 i xDrive,2018,73500,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Blue,None reported,Yes,32000,320.0
BMW,M6 Base,2014,29500,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,40999,560.0
INFINITI,Q40 Base,2015,143250,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,11500,328.0
BMW,Z4 3.0i Roadster,2006,46508,Gasoline,215.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Green,Beige,At least 1 accident or damage reported,Yes,11500,215.0
BMW,M6 Base,2015,18651,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,59549,560.0
BMW,Z4 sDrive28i,2015,57550,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,White,None reported,Yes,29995,240.0
Cadillac,CTS-V Base,2017,48600,Gasoline,640.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,60999,640.0
Ford,Transit Connect XL,2020,119000,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,18000,169.0
Land,Rover Range Rover Velar SVAutobiography Dynamic Edition,2020,36500,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,72000,550.0
Lexus,IS 250 Base,2010,121250,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,13250,204.0
BMW,X7 xDrive40i,2023,2437,Hybrid,375.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,78350,375.0
Volvo,XC90 T6 Momentum,2018,110380,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,22000,316.0
Hyundai,Tucson Limited,2008,149000,Gasoline,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Gray,None reported,Yes,3850,173.0
Mercedes-Benz,AMG C 43 Base 4MATIC,2017,39000,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,39000,362.0
Audi,RS Q8 4.0T,2020,41856,Gasoline,591.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,91500,591.0
Toyota,RAV4 Hybrid XLE,2019,54000,Hybrid,219.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Gray,Gray,None reported,Yes,33000,219.0
Alfa,Romeo Stelvio Quadrifoglio,2019,26500,Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,53900,505.0
Cadillac,Escalade EXT Base,2007,99000,Gasoline,403.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,22999,403.0
Nissan,350Z Enthusiast,2005,130307,Gasoline,287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,None reported,Yes,9950,287.0
Subaru,Legacy 2.5 i Premium,2010,178000,Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,7600,170.0
Honda,Civic LX,2003,160265,Gasoline,115.0HP 1.7L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,3000,115.0
Maserati,Ghibli S Q4,2016,1000,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,36000,404.0
Maserati,Ghibli S Q4,2017,49750,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,27995,404.0
Lexus,RX 300 Base,2002,121000,Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,6348,220.0
Lincoln,Aviator Luxury,2005,140000,Gasoline,302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,2000,302.0
Lincoln,MKS EcoBoost,2016,38100,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,None reported,Yes,21000,365.0
Toyota,Yaris Base,2010,138071,Gasoline,106.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Gray,None reported,Yes,5000,106.0
Mercedes-Benz,AMG E 63 S 4MATIC,2019,40000,Gasoline,603.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,72000,603.0
Hyundai,Veloster Turbo R-Spec,2014,128000,Gasoline,201.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Red,None reported,Yes,11000,201.0
Mazda,MX-5 Miata Base,1999,96680,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Green,Beige,At least 1 accident or damage reported,Yes,12900,140.0
Mercedes-Benz,AMG C 43 Base,2017,53500,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,33999,362.0
Chevrolet,Corvette Z06,2007,11025,Gasoline,505.0HP 7.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,None reported,Yes,47500,505.0
Ford,F-250 King Ranch,2021,44000,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,73000,475.0
Volkswagen,Tiguan 2.0T SE,2022,11000,Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,White,None reported,Yes,27900,184.0
BMW,750 Li xDrive,2012,103000,Gasoline,407.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,16000,407.0
Lexus,GX 460 Base,2018,64000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Brown,None reported,Yes,37300,301.0
Audi,Q7 3.0T Premium,2017,108000,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Brown,None reported,Yes,25999,333.0
Alfa,Romeo Stelvio Ti Sport,2018,37045,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,Yes,26600,280.0
BMW,M3 Base,2015,65800,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,44950,425.0
Lexus,IS 250 Base,2011,107818,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,At least 1 accident or damage reported,Yes,11400,204.0
Land,Rover Range Rover Evoque SE Premium,2016,79500,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,19000,240.0
Lexus,LC 500 Base,2018,37000,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Red,None reported,Yes,63997,471.0
GMC,Sierra 1500 SLE Crew Cab,2005,131800,Gasoline,295.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,5800,295.0
Lexus,ES 350 Base,2008,146000,Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,8995,272.0
Dodge,Ram 1500 Laramie,2004,141209,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,5700,345.0
Ford,Expedition Limited,2016,85253,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,19995,365.0
INFINITI,QX70 Base,2015,87009,Gasoline,325.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,17800,325.0
Lincoln,Navigator Select,2016,158000,Gasoline,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,19780,380.0
Volvo,V60 Cross Country T5,2020,10500,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,36000,250.0
Audi,A7 3.0T Premium Plus,2018,45843,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,37000,340.0
Jaguar,F-TYPE R,2017,58000,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,51500,550.0
Lexus,LX 570 Three-Row,2018,50000,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,65000,383.0
Land,Rover Range Rover Velar P250 SE R-Dynamic,2019,58000,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,38000,247.0
Lexus,LC 500 Base,2018,61000,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,65000,471.0
Audi,SQ5 3.0T Prestige,2019,48500,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,43500,349.0
Land,Rover Range Rover Velar P250 SE R-Dynamic,2018,65680,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,34900,247.0
Cadillac,Escalade ESV Sport,2021,8044,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,93000,420.0
Mercedes-Benz,AMG GT AMG GT S,2016,9738,Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,None reported,Yes,85500,503.0
BMW,M3 Base,2009,112000,Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,28000,420.0
Honda,Accord EX-L,2009,167300,Gasoline,190.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Black,None reported,Yes,6250,190.0
Cadillac,Escalade Premium,2015,71000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,35999,420.0
BMW,X2 xDrive28i,2022,33000,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Black,None reported,Yes,29999,228.0
Buick,Verano Convenience,2013,68325,E85 Flex Fuel,180.0HP 2.4L 4 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,11995,180.0
RAM,2500 Tradesman,2021,34365,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,48000,410.0
Mercedes-Benz,Metris Base,2018,32000,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,44900,208.0
Volvo,XC90 T6 Inscription,2020,22500,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,White,None reported,Yes,50000,316.0
Ford,Expedition King Ranch,2020,58700,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,48999,375.0
Ford,Transit-350 Base,2023,195,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,None reported,Yes,87500,310.0
Chevrolet,Express 3500 LT,2016,120000,Diesel,260.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Gray,None reported,Yes,19500,260.0
BMW,X7 xDrive40i,2023,2950,Hybrid,375.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Brown,None reported,Yes,87000,375.0
BMW,X1 xDrive28i,2021,25918,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,32000,228.0
BMW,135 i,2008,87000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,15300,300.0
Mazda,Mazda3 Touring,2018,28333,Gasoline,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,20500,184.0
Audi,A7 3.0T Premium Plus,2018,29294,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,39999,340.0
